trade_date,stock_code,stock_name,close,industry,price_change_rate,max_profit,max_loss,MA_all_cv,all_cv_vs_15,all_cv_vs_15_ema_3d,all_cv_count,all_cv_count_5D_max,all_cv_count_5D_min,MA_most_cv,most_cv_vs_15,most_cv_vs_15_ema_3d,most_cv_count,most_cv_count_5D_max,most_cv_count_5D_min,MA_alignment,MA_all_ema_3d_cont,MA_most_ema_3d_cont,DIF,dif_close,rate_sum,rate_per_ema_3d,rate_per_ema_count,sum_rate_per_ema_3d
2025-07-15,000758.SZ,中色股份,5.64,铅锌,-2.08,15.19,13.562,41.96,3.31,2.86,0,0.0,0.0,34.04,3.82,3.14,0,0.0,0.0,9,4,4,0.1705,3.023,1209.18,29.74,4,108.43
2025-01-10,000759.SZ,中百集团,8.88,超市连锁,-10.03,15.721,10.044,219.02,18.64,20.2,-28,-24.0,-28.0,123.41,15.81,18.58,-27,-23.0,-27.0,0,0,0,1.2087,13.6115,551.54,-7.0,-1,-8.17
2025-02-20,000759.SZ,中百集团,8.69,超市连锁,7.02,24.347,7.838,61.91,5.27,5.96,-51,-47.0,-51.0,60.11,7.7,8.46,-15,-11.0,-15.0,0,0,0,-0.2253,-2.5926,346.0,2.7,1,7.48
2025-04-01,000759.SZ,中百集团,7.46,超市连锁,-4.48,24.526,2.846,63.77,5.43,4.9,-3,0.0,-3.0,53.0,6.79,6.02,-2,0.0,-2.0,-2,-3,-5,-0.3366,-4.5121,223.31,5.38,2,-6.72
2025-02-11,000761.SZ,本钢板材,3.36,普钢,-2.33,15.569,5.09,26.86,2.57,2.81,0,0.0,0.0,17.26,2.42,2.36,0,0.0,0.0,0,0,0,0.0124,0.369,659.74,-9.52,-1,25.15
2025-07-14,000762.SZ,西藏矿业,20.37,小金属,0.44,16.909,4.516,26.7,1.32,1.25,0,0.0,0.0,24.02,2.12,2.05,0,0.0,0.0,8,2,2,0.3863,1.8964,552.09,6.8,1,-22.92
2025-05-08,000766.SZ,通化金马,17.66,化学制药,0.17,15.23,12.931,16.2,1.03,1.14,0,0.0,0.0,4.99,0.49,0.47,11,11.0,7.0,0,0,0,0.0565,0.3199,492.48,8.07,5,55.33
2025-05-27,000766.SZ,通化金马,20.16,化学制药,1.77,16.785,9.512,41.03,2.61,2.6,0,0.0,0.0,31.97,3.11,3.15,0,0.0,0.0,9,11,11,0.5776,2.8651,240.23,-3.12,-8,-55.72
2025-06-06,000766.SZ,通化金马,23.2,化学制药,1.05,16.008,-1.891,69.47,4.41,3.94,-1,0.0,-1.0,57.69,5.62,4.96,-2,0.0,-2.0,16,18,18,1.1197,4.8263,528.08,7.91,7,61.01
2025-04-30,000767.SZ,晋控电力,2.65,火力发电,-3.99,15.439,8.772,26.64,2.42,2.35,0,0.0,0.0,23.67,3.13,2.99,0,0.0,0.0,0,5,5,0.0436,1.6453,868.33,10.37,5,85.39
2025-05-09,000767.SZ,晋控电力,3.1,火力发电,9.93,17.057,8.361,31.37,2.85,2.56,0,0.0,0.0,25.86,3.42,3.08,0,0.0,0.0,1,1,1,0.0754,2.4323,615.44,0.02,0,-8.98
2025-06-27,000767.SZ,晋控电力,2.84,火力发电,0.0,16.084,5.245,19.03,1.73,1.97,0,0.0,0.0,21.88,2.9,3.25,0,0.0,0.0,0,0,0,-0.0381,-1.3415,235.78,1.81,1,7.77
2025-05-20,000777.SZ,中核科技,17.93,机械基件,-0.66,17.624,11.149,18.0,1.56,1.48,0,0.0,0.0,20.44,2.59,2.39,0,0.0,0.0,0,3,3,0.1959,1.0926,360.4,7.31,3,4.61
2025-06-10,000777.SZ,中核科技,19.01,机械基件,-1.81,21.298,2.773,37.82,3.28,3.44,0,0.0,0.0,29.64,3.76,4.16,0,0.0,-5.0,0,0,0,0.4944,2.6007,358.6,-11.3,-5,-75.14
2025-01-22,000779.SZ,甘咨询,7.71,建筑工程,-2.65,16.516,3.871,37.15,3.23,3.48,0,0.0,-4.0,25.55,3.42,4.03,0,0.0,-10.0,0,0,0,-0.1873,-2.4293,287.85,7.15,5,20.71
2025-03-13,000779.SZ,甘咨询,9.7,建筑工程,-3.67,22.245,5.973,58.76,5.11,4.81,-2,0.0,-2.0,46.19,6.18,5.93,-3,0.0,-3.0,5,6,6,0.394,4.0619,897.11,5.33,6,85.13
2025-08-14,000782.SZ,恒申新材,4.99,化纤,-2.54,16.43,13.387,12.02,1.16,1.09,0,2.0,0.0,13.88,2.01,1.82,0,0.0,0.0,0,0,0,0.0174,0.3487,721.67,8.48,5,73.59
2025-01-24,000785.SZ,居然智家,3.48,百货,1.75,21.866,0.583,49.79,4.01,4.17,0,0.0,-32.0,51.69,6.81,6.77,-7,-3.0,-7.0,0,0,-2,-0.072,-2.069,275.78,-1.54,-11,-16.44
2025-02-05,000785.SZ,居然智家,3.38,百货,-1.46,48.387,22.581,40.5,3.26,3.57,0,0.0,-32.0,44.35,5.84,6.16,-9,-5.0,-9.0,0,0,-4,-0.0847,-2.5059,246.53,-5.01,-13,-13.54
2025-07-14,000789.SZ,万年青,6.05,水泥,2.54,19.932,-1.014,44.5,3.54,3.38,0,0.0,0.0,39.12,5.77,5.54,-4,0.0,-4.0,8,9,9,0.1857,3.0694,573.75,-16.2,-3,-21.07
2025-01-07,000795.SZ,英洛华,10.21,矿物制品,0.49,28.514,11.223,34.92,2.25,2.56,0,0.0,-48.0,36.74,4.11,4.48,0,0.0,-4.0,0,0,0,-0.1834,-1.7963,448.47,19.59,5,70.96
2025-06-03,000795.SZ,英洛华,9.98,矿物制品,1.94,16.19,8.49,32.84,2.12,2.09,0,0.0,0.0,21.22,2.38,2.3,0,0.0,0.0,-7,-10,-10,-0.2099,-2.1032,235.46,5.26,1,-12.72
2025-04-03,000796.SZ,凯撒旅业,3.97,旅游服务,2.85,22.689,16.807,21.77,1.21,1.24,0,0.0,0.0,18.59,1.52,1.47,0,0.0,0.0,0,0,0,0.0107,0.2695,335.35,-12.49,-5,-57.94
2025-07-14,000796.SZ,凯撒旅业,4.35,旅游服务,-2.47,26.942,17.961,52.72,2.92,2.58,0,0.0,0.0,52.13,4.26,3.83,0,0.0,0.0,2,10,13,0.1553,3.5701,933.45,10.86,6,71.31
2025-08-26,000796.SZ,凯撒旅业,5.2,旅游服务,-1.14,18.395,17.025,61.78,3.42,3.52,0,0.0,0.0,17.08,1.4,1.65,0,0.0,0.0,0,5,5,0.1492,2.8692,333.9,-8.15,-1,24.03
2025-09-08,000796.SZ,凯撒旅业,5.88,旅游服务,-3.13,15.078,15.078,83.56,4.63,4.62,0,0.0,0.0,53.18,4.35,4.32,0,0.0,0.0,7,7,7,0.3014,5.1259,556.69,-3.24,-1,27.23
2025-04-03,000798.SZ,中水渔业,7.11,渔业,2.3,15.0,12.969,15.69,0.96,0.98,5,5.0,1.0,16.88,1.66,1.63,0,0.0,0.0,0,0,0,-0.0221,-0.3108,219.61,-11.61,-6,-96.59
2025-08-11,000799.SZ,酒鬼酒,49.82,白酒,1.69,17.563,3.158,37.52,1.39,1.35,0,0.0,0.0,13.64,1.0,0.99,0,2.0,0.0,0,2,2,1.0493,2.1062,376.73,7.6,3,9.64
2025-01-23,000801.SZ,四川九洲,13.87,家用电器,0.07,15.291,8.543,35.94,2.29,2.39,0,0.0,0.0,23.42,2.54,2.98,0,0.0,0.0,0,0,0,-0.3,-2.1629,248.26,1.2,1,-9.09
2025-02-17,000801.SZ,四川九洲,16.15,家用电器,-3.06,19.74,7.078,49.59,3.16,3.11,0,0.0,0.0,57.27,6.2,6.02,-4,0.0,-4.0,0,6,6,0.5384,3.3337,535.92,-1.76,-1,28.08
2025-07-22,000802.SZ,北京文化,5.0,影视音像,0.2,23.684,7.895,25.6,1.24,1.25,0,0.0,0.0,12.58,1.02,1.0,0,2.0,0.0,0,1,1,0.0727,1.454,335.41,-3.0,-7,-21.7
2025-02-27,000807.SZ,云铝股份,15.77,铝,-0.63,15.273,11.691,27.83,1.35,1.43,0,0.0,0.0,5.67,0.55,0.59,4,4.0,0.0,0,0,0,0.1156,0.733,374.12,2.07,1,12.45
2025-04-09,000809.SZ,和展能源,3.0,区域地产,1.69,15.909,9.74,18.19,1.54,1.69,0,0.0,0.0,15.69,1.88,1.94,0,0.0,0.0,0,0,0,0.0012,0.04,467.74,6.03,2,8.26
2025-09-02,000809.SZ,和展能源,2.96,区域地产,0.68,25.517,3.793,8.56,0.72,0.64,9,9.0,5.0,6.89,0.83,0.64,16,16.0,12.0,0,0,0,-0.0151,-0.5101,444.77,-2.0,-3,-5.22
2025-01-22,000810.SZ,创维数字,12.35,家用电器,-2.29,15.781,1.472,48.17,2.22,2.33,0,0.0,0.0,54.67,5.25,5.54,-11,-7.0,-11.0,0,0,0,-0.3993,-3.2332,271.78,0.59,0,-3.16
2025-09-01,000810.SZ,创维数字,12.54,家用电器,0.0,15.315,4.996,30.79,1.42,1.41,0,0.0,0.0,24.3,2.33,2.38,0,0.0,0.0,18,15,15,0.2663,2.1236,581.7,-2.68,-6,-18.14
2025-02-13,000811.SZ,冰轮环境,9.5,工程机械,-0.21,17.773,5.107,25.81,1.34,1.3,0,0.0,0.0,9.66,0.81,0.81,6,6.0,2.0,1,2,2,0.1446,1.5221,428.02,8.45,3,15.41
2025-06-23,000811.SZ,冰轮环境,8.66,工程机械,0.12,16.517,4.831,23.51,1.22,1.11,0,17.0,0.0,27.0,2.26,2.05,0,0.0,0.0,0,-3,-3,-0.159,-1.836,298.56,-2.68,-2,-15.47
2025-03-06,000813.SZ,德展健康,3.32,化学制药,1.22,17.665,2.395,14.87,1.03,1.18,0,0.0,0.0,15.85,1.57,1.85,0,0.0,0.0,0,0,0,0.0311,0.9367,272.99,0.39,0,-3.66
2025-07-22,000813.SZ,德展健康,3.64,化学制药,3.12,16.976,4.244,27.18,1.89,1.65,0,0.0,0.0,22.4,2.22,1.89,0,0.0,0.0,3,5,5,0.0683,1.8764,554.96,8.01,6,26.62
2025-01-23,000815.SZ,美利云,9.6,通信设备,-0.62,18.313,9.774,49.68,3.32,3.44,0,0.0,0.0,38.77,3.7,4.08,0,0.0,-8.0,0,0,0,-0.3752,-3.9083,234.71,1.31,1,9.49
2025-02-17,000815.SZ,美利云,11.91,通信设备,-2.62,19.497,12.04,51.25,3.43,3.31,0,0.0,0.0,59.16,5.64,5.32,-2,0.0,-2.0,0,4,4,0.3886,3.2628,617.26,-0.6,0,22.84
2025-03-04,000815.SZ,美利云,11.95,通信设备,2.66,15.957,-0.982,64.34,4.31,4.64,0,0.0,-2.0,59.59,5.68,6.41,-6,-2.0,-6.0,1,0,0,0.5344,4.472,554.1,-9.43,-2,5.25
2025-04-23,000815.SZ,美利云,12.0,通信设备,1.1,21.897,16.81,39.69,2.66,2.8,0,0.0,0.0,45.67,4.36,4.59,0,0.0,0.0,0,0,0,-0.3231,-2.6925,208.86,-6.16,-5,-37.35
2025-01-24,000816.SZ,智慧农业,2.7,农用机械,-2.17,17.91,9.701,32.75,2.55,2.47,0,0.0,0.0,37.76,4.71,4.46,0,0.0,0.0,0,0,-2,-0.0667,-2.4704,369.02,2.33,3,13.32
2025-02-07,000816.SZ,智慧农业,2.94,农用机械,3.16,16.558,4.545,29.82,2.32,2.59,0,0.0,0.0,27.62,3.44,4.15,0,0.0,0.0,-1,0,0,-0.0687,-2.3367,304.13,-7.44,-2,-5.73
2025-02-17,000816.SZ,智慧农业,3.59,农用机械,10.12,24.728,2.989,36.94,2.88,2.42,0,0.0,0.0,41.97,5.23,4.36,0,0.0,0.0,0,2,2,0.0724,2.0167,510.35,8.83,5,43.26
2025-04-03,000816.SZ,智慧农业,3.25,农用机械,0.31,20.137,15.7,47.1,3.67,3.51,0,0.0,0.0,51.77,6.46,5.78,0,0.0,0.0,0,0,-4,-0.0861,-2.6492,245.08,-7.39,-1,5.55
2025-01-20,000818.SZ,航锦科技,15.89,化工原料,2.85,19.47,-1.294,83.11,4.93,5.04,-6,-2.0,-6.0,73.66,6.59,6.97,-9,-5.0,-9.0,-9,0,0,-1.0589,-6.6639,261.35,0.89,0,-13.42
2025-02-05,000818.SZ,航锦科技,18.47,化工原料,10.01,48.868,33.12,71.52,4.25,4.62,0,0.0,-11.0,43.84,3.92,4.72,0,0.0,-14.0,0,0,0,-0.5921,-3.2057,326.77,-5.83,-1,29.92
2025-02-14,000818.SZ,航锦科技,32.9,化工原料,8.76,18.707,0.691,185.27,11.0,9.47,-5,-1.0,-5.0,194.33,17.39,15.23,-6,-2.0,-6.0,0,6,6,3.0822,9.3684,1034.75,7.77,6,122.76
2025-08-18,000818.SZ,航锦科技,23.63,化工原料,1.63,15.949,12.537,17.29,1.03,0.78,0,21.0,0.0,17.96,1.61,1.22,0,33.0,0.0,2,0,4,0.2383,1.0085,814.72,10.18,5,94.22
2025-07-03,000819.SZ,岳阳兴长,15.2,石油加工,0.13,22.467,14.533,18.59,1.67,1.67,0,0.0,0.0,10.02,1.38,1.51,0,0.0,0.0,0,0,0,0.1329,0.8743,340.6,-17.15,-3,-16.42
2025-08-29,000821.SZ,京山轻机,11.91,电气设备,-0.83,18.854,7.973,12.47,0.67,0.74,20,20.0,16.0,4.93,0.42,0.51,24,24.0,20.0,0,0,0,0.0583,0.4895,514.03,0.82,0,7.14
2025-03-17,000822.SZ,山东海化,5.47,化工原料,1.67,18.132,2.381,17.58,1.31,1.44,0,0.0,0.0,12.3,1.31,1.07,0,9.0,0.0,0,0,1,0.0103,0.1883,471.43,11.94,5,30.84
2025-05-21,000826.SZ,启迪环境,1.86,环境保护,-1.06,24.59,2.732,31.44,1.68,1.67,0,0.0,0.0,31.97,3.27,2.92,0,0.0,0.0,0,0,2,0.0243,1.3065,470.06,8.24,3,10.24
2025-01-24,000829.SZ,天音控股,10.27,其他商业,1.48,15.155,9.073,98.36,5.27,5.4,-11,-7.0,-11.0,58.79,5.14,5.59,0,0.0,-10.0,0,-2,-2,-0.697,-6.7868,269.62,-8.93,-2,8.37
2025-02-28,000829.SZ,天音控股,11.33,其他商业,-5.35,18.955,8.857,34.09,1.83,1.96,0,0.0,0.0,29.06,2.54,2.47,0,0.0,0.0,0,0,3,0.1062,0.9373,590.62,14.78,5,70.51
2025-07-14,000830.SZ,鲁西化工,10.51,化工原料,0.29,16.362,1.732,6.16,0.46,0.46,12,12.0,8.0,6.66,0.8,0.7,24,24.0,20.0,0,0,3,0.0323,0.3073,439.71,5.93,3,19.44
2025-08-18,000830.SZ,鲁西化工,12.17,化工原料,-0.73,18.645,8.194,47.26,3.5,3.52,0,0.0,0.0,25.89,3.11,3.29,0,0.0,0.0,7,8,8,0.342,2.8102,307.47,-1.53,-9,-20.94
2025-07-03,000831.SZ,中国稀土,35.63,小金属,0.34,16.305,-0.171,19.89,1.13,1.11,0,0.0,0.0,10.1,0.86,0.85,5,5.0,1.0,0,1,1,0.3305,0.9276,334.79,-0.7,0,21.72
2025-08-21,000831.SZ,中国稀土,47.36,小金属,3.54,22.831,1.516,56.48,3.22,2.99,0,0.0,0.0,29.74,2.53,2.09,0,0.0,0.0,2,4,4,1.6342,3.4506,510.73,10.57,4,25.16
2025-01-10,000833.SZ,粤桂股份,10.44,综合类,-5.86,22.467,5.163,85.64,7.82,8.35,-45,-41.0,-45.0,98.29,14.06,14.7,-44,-40.0,-44.0,0,0,-8,-0.7232,-6.9272,429.22,9.42,6,51.96
2025-01-27,000833.SZ,粤桂股份,10.84,综合类,-3.04,16.07,10.101,42.44,3.88,3.65,0,0.0,0.0,16.02,2.29,3.14,0,0.0,0.0,0,0,0,-0.2525,-2.3293,384.29,-16.09,-2,-2.87
2025-02-05,000833.SZ,粤桂股份,10.89,综合类,0.46,20.329,4.498,49.87,4.56,4.1,0,0.0,0.0,17.12,2.45,2.79,0,0.0,0.0,0,0,0,-0.271,-2.4885,277.86,-21.9,-3,-36.95
2025-04-07,000833.SZ,粤桂股份,10.32,综合类,-9.95,18.164,12.675,50.93,4.65,4.03,0,0.0,0.0,58.46,8.36,7.16,-2,0.0,-2.0,0,-1,-7,-0.4968,-4.814,185.92,-16.86,-2,-11.37
2025-08-27,000833.SZ,粤桂股份,12.51,综合类,-2.8,17.079,11.014,13.42,1.23,1.19,0,14.0,0.0,11.36,1.62,1.56,0,13.0,0.0,0,3,3,0.1167,0.9329,565.45,0.69,0,22.04
2025-02-28,000837.SZ,秦川机床,11.12,机床制造,-5.52,19.615,11.366,63.09,3.27,3.35,-4,0.0,-4.0,46.38,3.62,3.89,0,0.0,-5.0,7,0,0,0.5089,4.5764,531.28,-3.65,-2,9.29
2025-03-20,000837.SZ,秦川机床,13.2,机床制造,3.21,15.781,6.875,75.56,3.92,3.89,-9,-5.0,-9.0,38.46,3.0,3.02,0,0.0,0.0,0,1,1,0.5776,4.3758,385.72,-1.1,-4,-33.94
2025-08-29,000837.SZ,秦川机床,12.8,机床制造,-1.23,17.508,2.603,24.54,1.27,1.31,0,0.0,0.0,11.18,0.87,0.98,1,1.0,0.0,0,0,0,0.1618,1.2641,426.39,0.49,0,-0.05
2025-02-05,000838.SZ,财信发展,2.5,区域地产,0.4,16.116,2.066,65.43,3.71,3.7,0,0.0,0.0,33.2,3.12,3.44,0,0.0,0.0,-4,-5,-5,-0.1089,-4.356,278.38,-3.46,-1,6.92
2025-06-27,000838.SZ,财信发展,2.59,区域地产,-0.38,15.769,10.769,25.4,1.44,1.45,0,0.0,0.0,8.14,0.76,0.89,2,2.0,0.0,0,0,0,0.018,0.695,358.08,3.85,4,20.51
2025-06-18,000850.SZ,华茂股份,3.96,纺织,-1.0,19.794,2.828,4.71,0.46,0.42,14,14.0,10.0,5.25,0.77,0.66,7,7.0,3.0,0,0,0,-0.0046,-0.1162,255.36,-5.05,-1,11.99
2025-03-13,000852.SZ,石化机械,6.82,化工机械,2.56,19.281,4.892,17.27,1.31,1.2,0,10.0,0.0,18.96,2.24,2.06,0,0.0,0.0,0,8,8,0.0776,1.1378,415.69,3.12,1,-13.77
2025-01-10,000856.SZ,冀东装备,6.57,专用机械,-3.38,17.735,5.365,63.42,4.33,4.33,0,0.0,-2.0,62.12,6.17,6.36,-10,-6.0,-10.0,-1,-8,-14,-0.3568,-5.4307,349.74,-7.89,-3,-14.05
2025-01-20,000856.SZ,冀东装备,7.9,专用机械,10.03,33.142,31.876,42.79,2.92,3.31,0,0.0,0.0,30.05,2.99,3.65,0,0.0,-13.0,0,0,0,-0.1315,-1.6646,397.47,17.93,2,8.25
2025-02-06,000856.SZ,冀东装备,11.23,专用机械,-2.01,17.238,6.766,165.45,11.29,10.19,-5,-1.0,-5.0,171.07,17.0,15.56,-6,-2.0,-6.0,0,6,6,1.0656,9.4889,1356.29,5.25,9,100.82
2025-04-25,000856.SZ,冀东装备,9.7,专用机械,-0.92,18.646,7.917,73.62,5.02,5.0,-13,-9.0,-13.0,32.01,3.18,3.63,0,0.0,-18.0,0,0,0,-0.4201,-4.3309,305.3,8.49,3,20.07
2025-05-06,000856.SZ,冀东装备,10.36,专用机械,4.02,15.169,10.145,72.05,4.91,5.02,-17,-13.0,-17.0,20.96,2.08,2.46,0,0.0,0.0,0,0,0,-0.2939,-2.8369,273.62,-2.57,-2,9.62
2025-06-23,000856.SZ,冀东装备,10.32,专用机械,3.51,15.333,3.182,17.12,1.17,1.23,0,0.0,0.0,19.08,1.9,2.01,0,0.0,0.0,0,-3,-3,-0.1326,-1.2849,349.93,13.42,1,9.21
2025-07-16,000856.SZ,冀东装备,10.9,专用机械,-1.0,15.448,11.426,15.64,1.07,1.18,0,0.0,0.0,14.1,1.4,1.6,0,0.0,0.0,1,0,0,0.1272,1.167,402.4,-0.46,0,-20.45
2025-03-24,000859.SZ,国风新材,5.03,塑料,-3.08,16.7,9.543,14.86,1.08,0.95,0,12.0,0.0,12.32,1.26,0.96,0,4.0,0.0,0,-1,-1,-0.0185,-0.3678,321.06,0.1,0,-18.62
2025-04-03,000859.SZ,国风新材,5.93,塑料,2.24,19.288,16.854,28.29,2.05,1.81,0,1.0,0.0,21.31,2.18,1.9,0,1.0,0.0,1,3,3,0.097,1.6358,987.26,10.72,6,95.3
2025-04-14,000859.SZ,国风新材,6.37,塑料,2.58,20.786,12.111,54.55,3.95,3.42,0,0.0,0.0,48.27,4.94,4.14,-1,0.0,-1.0,7,9,9,0.2225,3.4929,937.62,-0.94,0,7.73
2025-04-29,000859.SZ,国风新材,6.13,塑料,0.82,15.116,13.953,62.02,4.49,5.1,-8,-4.0,-8.0,43.73,4.48,5.48,0,0.0,-11.0,0,0,0,0.2428,3.9608,455.66,-16.12,-3,-12.96
2025-03-28,000862.SZ,银星能源,4.87,新型电力,-3.18,15.289,14.05,18.39,1.52,1.78,0,0.0,0.0,15.63,1.89,2.33,0,0.0,0.0,0,0,0,0.045,0.924,562.4,-8.03,-3,-23.4
2025-04-17,000862.SZ,银星能源,5.75,新型电力,1.23,17.806,8.094,47.69,3.93,3.9,0,0.0,0.0,37.72,4.56,4.63,0,0.0,-1.0,9,8,8,0.1906,3.3148,678.26,-11.87,-2,-26.77
2025-01-09,000863.SZ,三湘印象,3.65,区域地产,-0.27,15.988,12.5,59.29,3.79,3.52,-2,0.0,-2.0,68.45,7.04,6.43,-4,0.0,-4.0,0,0,-4,-0.1311,-3.5918,267.0,-2.55,-1,-2.33
2025-04-15,000863.SZ,三湘印象,3.45,区域地产,-0.58,16.129,11.437,35.06,2.24,2.31,0,0.0,0.0,27.66,2.84,3.12,0,0.0,0.0,-11,0,0,-0.095,-2.7536,356.22,-4.26,-1,25.13
2025-01-10,000868.SZ,安凯客车,5.09,汽车整车,-4.32,15.728,7.184,34.15,2.45,2.67,0,0.0,0.0,37.69,3.76,4.14,0,0.0,-3.0,0,0,0,-0.14,-2.7505,355.6,4.46,5,45.41
2025-01-23,000868.SZ,安凯客车,5.49,汽车整车,-4.19,21.661,8.664,22.91,1.64,1.67,0,0.0,0.0,25.9,2.58,2.58,0,0.0,0.0,0,0,0,0.0273,0.4973,389.08,-0.37,0,29.34
2025-02-19,000868.SZ,安凯客车,6.35,汽车整车,0.63,17.296,13.365,68.2,4.89,5.01,-5,-1.0,-5.0,64.94,6.47,6.78,-7,-3.0,-7.0,3,0,0,0.2895,4.5591,560.87,-8.46,-3,-6.78
2025-06-19,000868.SZ,安凯客车,5.24,汽车整车,-1.87,18.547,6.501,30.5,2.19,2.05,0,0.0,0.0,25.09,2.5,2.23,0,0.0,0.0,-9,-5,-5,-0.1256,-2.3969,273.06,-4.16,-2,1.85
2025-02-11,000876.SZ,新 希 望,8.62,饲料,-1.37,19.77,9.655,28.74,2.42,2.54,0,0.0,0.0,7.59,0.89,1.08,1,1.0,0.0,0,0,0,-0.1065,-1.2355,454.38,2.34,7,43.78
2025-03-28,000876.SZ,新 希 望,9.36,饲料,-0.95,19.264,5.087,20.54,1.73,1.74,0,0.0,0.0,12.54,1.47,1.34,0,4.0,0.0,0,0,0,-0.0044,-0.047,237.96,-6.37,-1,-0.27
2025-07-14,000877.SZ,天山股份,5.11,水泥,1.59,20.958,0.0,26.76,1.8,1.66,0,0.0,0.0,30.9,3.46,3.04,0,0.0,0.0,0,0,6,0.0887,1.7358,590.53,2.94,1,19.28
2025-08-01,000877.SZ,天山股份,5.23,水泥,-1.13,19.503,0.765,49.81,3.35,3.52,0,0.0,-3.0,37.26,4.17,4.6,0,0.0,-7.0,0,0,0,0.1577,3.0153,387.02,-23.55,-4,-62.31
2025-08-14,000877.SZ,天山股份,5.62,水泥,-2.09,16.874,4.973,59.57,4.01,3.75,0,0.0,0.0,38.48,4.31,3.88,0,0.0,0.0,4,4,4,0.1886,3.3559,1003.61,12.88,5,159.98
2025-01-10,000880.SZ,潍柴重机,18.51,专用机械,1.82,17.909,2.426,133.32,10.53,10.61,-12,-8.0,-12.0,98.01,10.46,10.76,-12,-8.0,-12.0,1,3,3,1.5338,8.2863,437.63,0.11,0,-45.01
2025-01-27,000880.SZ,潍柴重机,19.88,专用机械,-8.3,15.989,7.968,141.43,11.17,11.17,-23,-19.0,-23.0,91.34,9.74,9.8,-23,-19.0,-23.0,12,6,6,1.7028,8.5654,460.34,10.41,5,42.7
2025-02-06,000880.SZ,潍柴重机,18.77,专用机械,0.37,19.718,13.146,116.22,9.18,9.89,-25,-21.0,-25.0,57.72,6.16,7.47,-25,-21.0,-25.0,0,0,0,1.2938,6.8929,363.58,-5.91,-1,25.26
2025-02-17,000880.SZ,潍柴重机,24.54,专用机械,6.93,42.169,17.507,109.72,8.67,8.36,-32,-28.0,-32.0,51.68,5.51,4.73,-1,0.0,-1.0,3,2,2,1.4997,6.1112,384.86,5.17,3,3.67
2025-03-03,000880.SZ,潍柴重机,26.43,专用机械,-8.99,23.604,13.626,177.77,14.05,14.12,-42,-38.0,-42.0,127.19,13.57,13.71,-11,-7.0,-11.0,13,12,12,2.8479,10.7753,486.37,9.16,5,27.8
2025-03-25,000880.SZ,潍柴重机,32.26,专用机械,-9.99,15.111,4.042,151.81,12.0,12.75,-58,-54.0,-58.0,82.2,8.77,9.91,-27,-23.0,-27.0,0,0,0,2.9512,9.1482,334.06,-7.14,-4,-29.28
2025-04-23,000880.SZ,潍柴重机,33.57,专用机械,2.07,15.313,3.674,66.3,5.24,5.61,0,0.0,-77.0,27.61,2.95,2.79,0,0.0,0.0,0,0,0,0.5072,1.5109,305.1,-5.43,-9,-33.33
2025-06-17,000880.SZ,潍柴重机,30.71,专用机械,1.79,17.651,3.351,40.71,3.22,3.09,0,0.0,0.0,34.6,3.69,3.51,0,0.0,0.0,-9,-4,-4,-0.9197,-2.9948,237.55,-6.04,-4,-19.21
2025-07-07,000880.SZ,潍柴重机,35.79,专用机械,0.73,15.797,-4.298,36.98,2.92,3.05,0,0.0,0.0,41.59,4.44,4.66,0,0.0,-1.0,0,0,0,0.9035,2.5244,326.35,-12.85,-4,-41.28
2025-08-06,000880.SZ,潍柴重机,43.18,专用机械,1.2,18.077,10.312,71.7,5.67,5.97,-15,-11.0,-15.0,31.45,3.36,4.03,0,0.0,-13.0,0,0,0,1.6189,3.7492,288.9,-15.52,-2,-3.35
2025-05-20,000881.SZ,中广核技,7.38,化工原料,-0.14,16.187,10.288,21.57,1.77,1.72,0,0.0,0.0,22.59,3.16,3.13,0,0.0,0.0,0,2,2,0.1171,1.5867,290.59,-1.48,-10,-37.62
2025-06-09,000881.SZ,中广核技,7.68,化工原料,1.32,17.215,8.608,34.62,2.85,2.98,0,0.0,0.0,23.11,3.23,3.57,0,0.0,-3.0,0,0,0,0.1653,2.1523,284.74,-22.95,-4,-76.34
2025-01-10,000882.SZ,华联股份,2.19,其他商业,-9.88,19.07,14.884,48.84,4.58,5.0,-70,-66.0,-70.0,5.11,0.78,1.96,1,1.0,0.0,0,0,0,0.0482,2.2009,520.4,-3.56,-1,45.03
2025-01-20,000882.SZ,华联股份,2.56,其他商业,9.87,32.979,7.801,46.57,4.37,4.15,0,0.0,0.0,24.8,3.76,2.95,0,0.0,0.0,0,2,2,0.065,2.5391,418.38,1.79,1,-18.55
2025-04-03,000882.SZ,华联股份,2.24,其他商业,1.82,16.832,16.337,63.09,5.92,5.38,-3,0.0,-3.0,59.72,9.06,8.41,-5,-1.0,-5.0,-5,0,-10,-0.1159,-5.1741,283.19,5.99,1,11.42
2025-04-03,000886.SZ,海南高速,6.19,区域地产,1.31,22.083,12.208,45.58,3.57,3.32,0,0.0,0.0,52.51,6.06,5.51,-3,0.0,-3.0,0,-4,-4,-0.1981,-3.2003,247.18,-9.33,-5,-58.54
2025-01-27,000887.SZ,中鼎股份,13.95,汽车配件,-4.78,23.237,7.842,29.88,1.71,1.49,0,1.0,0.0,31.47,2.57,2.26,0,0.0,0.0,0,2,8,0.2886,2.0688,643.34,10.05,3,10.01
